KO ID	Name	Definition	Gene Count
KO:K08281	pncA	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	1
KO:K08282	E2.7.11.1	non-specific serine/threonine protein kinase [EC:2.7.11.1]	4
KO:K08289	purT	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]	17
KO:K08294	MKK1_2	mitogen-activated protein kinase kinase [EC:2.7.12.2]	1
KO:K08296	sixA	phosphohistidine phosphatase [EC:3.1.3.-]	1
KO:K08300	rne	ribonuclease E [EC:3.1.26.12]	8
KO:K08301	rng, cafA	ribonuclease G [EC:3.1.26.-]	22
KO:K08302	gatY-kbaY	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	5
KO:K08303	K08303	putative protease [EC:3.4.-.-]	75
KO:K08307	mltD, dniR	membrane-bound lytic murein transglycosylase D [EC:3.2.1.-]	19
KO:K08309	slt	soluble lytic murein transglycosylase [EC:3.2.1.-]	6
KO:K08311	nudH	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	1
KO:K08313	fsaA, mipB	fructose-6-phosphate aldolase 1 [EC:4.1.2.-]	5
KO:K08314	fsaB, talC	fructose-6-phosphate aldolase 2 [EC:4.1.2.-]	5
KO:K08316	rsmD	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	20
KO:K08317	ybdH	uncharacterized oxidoreductase [EC:1.1.-.-]	1
KO:K08320	nudG	(d)CTP diphosphatase [EC:3.6.1.65]	2
KO:K08321	lsrF	putative autoinducer-2 (AI-2) aldolase [EC:4.1.2.-]	2
KO:K08322	rspB	starvation sensing protein RspB [EC:1.1.1.-]	2
KO:K08323	rspA	starvation sensing protein RspA	4
KO:K08325	yqhD	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	13
KO:K08326	ypdF	aminopeptidase [EC:3.4.11.-]	8
KO:K08348	fdnG	formate dehydrogenase-N, alpha subunit [EC:1.1.5.6]	1
KO:K08369	ydjE	MFS transporter, putative metabolite:H+ symporter	2
KO:K08372	pepD	putative serine protease PepD [EC:3.4.21.-]	1
KO:K08384	spoVD	stage V sporulation protein D (sporulation-specific penicillin-binding protein)	37
KO:K08483	PTS-EI.PTSI, ptsI	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	30
KO:K08484	PTS-EI.PTSP, ptsP	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	1
KO:K08485	PTS-HPR.PTSO, ptsO, npr	phosphocarrier protein NPr	1
KO:K08590	mtnU	carbon-nitrogen hydrolase family protein	15
KO:K08591	plsY	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	23
KO:K08600	srtB	sortase B [EC:3.4.22.70]	24
KO:K08602	pepF, pepB	oligoendopeptidase F [EC:3.4.24.-]	14
KO:K08635	MMEL1	membrane metallo-endopeptidase-like 1	3
KO:K08641	vanX	D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]	11
KO:K08656	DPP9	dipeptidyl-peptidase 9 [EC:3.4.14.5]	1
KO:K08659	pepDA, pepDB	dipeptidase [EC:3.4.-.-]	9
KO:K08660	CNDP2	cytosolic nonspecific dipeptidase [EC:3.4.13.18]	8
KO:K08674	FAP	fibroblast activation protein, alpha [EC:3.4.21.-]	9
KO:K08675	PRSS15, PIM1	Lon-like ATP-dependent protease [EC:3.4.21.-]	12
KO:K08676	tri	tricorn protease [EC:3.4.21.-]	46
KO:K08678	UXS1	UDP-glucuronate decarboxylase [EC:4.1.1.35]	3
KO:K08682	acpH	acyl carrier protein phosphodiesterase [EC:3.1.4.14]	1
KO:K08693	E3.1.3.6	3'-nucleotidase [EC:3.1.3.6]	2
KO:K08700	ccmO	carbon dioxide concentrating mechanism protein CcmO	1
KO:K08716	SLC14A	solute carrier family 14 (urea transporter)	1
KO:K08717	utp	urea transporter	3
KO:K08722	yfbR	5'-nucleotidase [EC:3.1.3.5]	11
KO:K08723	yjjG	5'-nucleotidase [EC:3.1.3.5]	3
KO:K08724	pbpB	penicillin-binding protein 2B	2
KO:K08734	MLH1	DNA mismatch repair protein MLH1	2
KO:K08735	MSH2	DNA mismatch repair protein MSH2	1
KO:K08736	MSH3	DNA mismatch repair protein MSH3	1
KO:K08740	MSH4	DNA mismatch repair protein MSH4	2
KO:K08741	MSH5	DNA mismatch repair protein MSH5	2
KO:K08799	MELK	maternal embryonic leucine zipper kinase [EC:2.7.11.1]	1
KO:K08857	NEK	NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]	1
KO:K08863	PLK4	polo-like kinase 4 [EC:2.7.11.21]	2
KO:K08869	ADCK, ABC1	aarF domain-containing kinase	2
KO:K08884	K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	30
KO:K08955	YME1	ATP-dependent metalloprotease [EC:3.4.24.-]	2
KO:K08956	AFG3	AFG3 family protein [EC:3.4.24.-]	32
KO:K08961	K08961	chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]	16
KO:K08963	mtnA	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	6
KO:K08969	mtnE, mtnV	aminotransferase [EC:2.6.1.-]	2
KO:K08974	K08974	putative membrane protein	9
KO:K08978	TC.BAT1	bacterial/archaeal transporter family protein	18
KO:K08981	K08981	putative membrane protein	5
KO:K08998	K08998	hypothetical protein	10
KO:K08999	K08999	hypothetical protein	6
KO:K09001	anmK	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	5
KO:K09002	K09002	hypothetical protein	2
KO:K09003	K09003	hypothetical protein	1
KO:K09011	cimA	D-citramalate synthase [EC:2.3.1.182]	16
KO:K09013	sufC	Fe-S cluster assembly ATP-binding protein	32
KO:K09014	sufB	Fe-S cluster assembly protein SufB	32
KO:K09015	sufD	Fe-S cluster assembly protein SufD	18
KO:K09016	rutG	putative pyrimidine permease RutG	2
KO:K09022	ridA, tdcF	reactive intermediate imine deaminase [EC:3.5.4.-]	8
KO:K09065	argF1	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	13
KO:K09116	K09116	hypothetical protein	1
KO:K09117	K09117	hypothetical protein	16
KO:K09118	K09118	hypothetical protein	3
KO:K09121	K09121	hypothetical protein	8
KO:K09123	K09123	hypothetical protein	4
KO:K09125	K09125	hypothetical protein	10
KO:K09126	K09126	hypothetical protein	1
KO:K09128	K09128	hypothetical protein	2
KO:K09132	K09132	hypothetical protein	3
KO:K09134	K09134	hypothetical protein	2
KO:K09144	K09144	hypothetical protein	4
KO:K09153	K09153	hypothetical protein	2
KO:K09155	K09155	hypothetical protein	3
KO:K09157	K09157	hypothetical protein	23
KO:K09163	K09163	hypothetical protein	11
KO:K09167	K09167	hypothetical protein	1
KO:K09181	yfiQ	hypothetical protein	14
KO:K09251	E2.6.1.82	putrescine aminotransferase [EC:2.6.1.82]	4
KO:K09277	YBX2	Y-box-binding protein 2	1
KO:K09384	K09384	hypothetical protein	2
KO:K09457	queF1, queF	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	8
KO:K09458	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	43
KO:K09459	E4.1.1.82	phosphonopyruvate decarboxylase [EC:4.1.1.82]	5
KO:K09469	aepZ	2-aminoethylphosphonate-pyruvate transaminase	1
KO:K09474	phoN	acid phosphatase (class A) [EC:3.1.3.2]	1
KO:K09478	ACADSB	short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]	2
KO:K09482	gatD	glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]	2
KO:K09484	QUIB, qa-3	quinate dehydrogenase [EC:1.1.1.24]	1
KO:K09487	HSP90B, TRA1	heat shock protein 90kDa beta	9
KO:K09488	TRAP1, HSP75	TNF receptor-associated protein 1	9
KO:K09490	HSPA5, BIP	heat shock 70kDa protein 5	5
KO:K09502	DNAJA1	DnaJ homolog subfamily A member 1	1
KO:K09503	DNAJA2	DnaJ homolog subfamily A member 2	2
KO:K09504	DNAJA3	DnaJ homolog subfamily A member 3	7
KO:K09505	DNAJA4	DnaJ homolog subfamily A member 4	2
KO:K09510	DNAJB4	DnaJ homolog subfamily B member 4	1
KO:K09512	DNAJB6	DnaJ homolog subfamily B member 6	1
KO:K09516	RETSAT	all-trans-retinol 13,14-reductase [EC:1.3.99.23]	6
KO:K09552	SPG7	spastic paraplegia 7 [EC:3.4.24.-]	2
KO:K09553	STIP1	stress-induced-phosphoprotein 1	1
KO:K09560	ST13	suppressor of tumorigenicity protein 13	1
KO:K09580	PDIA1, P4HB	protein disulfide-isomerase A1 [EC:5.3.4.1]	2
KO:K09584	PDIA6, TXNDC7	protein disulfide-isomerase A6 [EC:5.3.4.1]	4
KO:K09610	ECEL1	endothelin-converting enzyme-like 1 [EC:3.4.24.-]	2
KO:K09667	OGT	protein O-GlcNAc transferase [EC:2.4.1.255]	1
KO:K09680	coaW	type II pantothenate kinase [EC:2.7.1.33]	8
KO:K09684	pucR	purine catabolism regulatory protein	1
KO:K09689	ABC-2.CPSE.A	capsular polysaccharide transport system ATP-binding protein	1
KO:K09690	ABC-2.LPSE.P	lipopolysaccharide transport system permease protein	16
KO:K09691	ABC-2.LPSE.A	lipopolysaccharide transport system ATP-binding protein	25
KO:K09692	tagG	teichoic acid transport system permease protein	6
KO:K09693	tagH	teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	3
KO:K09695	nodI	lipooligosaccharide transport system ATP-binding protein	2
KO:K09696	natB	sodium transport system permease protein	5
KO:K09697	natA	sodium transport system ATP-binding protein	9
KO:K09698	gltX1	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	33
KO:K09699	E2.3.1.168, bkdB	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	1
KO:K09702	K09702	hypothetical protein	5
KO:K09703	K09703	hypothetical protein	1
KO:K09704	K09704	hypothetical protein	39
KO:K09705	K09705	hypothetical protein	2
KO:K09706	K09706	hypothetical protein	3
KO:K09710	ybeB	ribosome-associated protein	26
KO:K09740	K09740	hypothetical protein	2
KO:K09744	K09744	hypothetical protein	1
KO:K09747	K09747	hypothetical protein	16
KO:K09748	rimP	ribosome maturation factor RimP	22
KO:K09749	K09749	hypothetical protein	7
KO:K09758	asdA	aspartate 4-decarboxylase [EC:4.1.1.12]	13
KO:K09759	aspC1, aspC	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	1
KO:K09760	rmuC	DNA recombination protein RmuC	30
KO:K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	31
KO:K09762	K09762	hypothetical protein	16
KO:K09765	K09765	hypothetical protein	15
KO:K09766	K09766	hypothetical protein	2
KO:K09767	K09767	hypothetical protein	1
KO:K09768	K09768	hypothetical protein	6
KO:K09769	K09769	hypothetical protein	7
KO:K09770	K09770	hypothetical protein	2
KO:K09772	sepF	cell division inhibitor SepF	12
KO:K09773	K09773	hypothetical protein	2
KO:K09775	K09775	hypothetical protein	4
KO:K09777	K09777	hypothetical protein	9
KO:K09778	K09778	hypothetical protein	1
KO:K09779	K09779	hypothetical protein	8
KO:K09787	K09787	hypothetical protein	13
KO:K09789	bioG	biotin synthesis protein BioG	8
KO:K09790	K09790	hypothetical protein	8
KO:K09793	K09793	hypothetical protein	9
KO:K09797	K09797	hypothetical protein	5
KO:K09798	K09798	hypothetical protein	1
KO:K09803	K09803	hypothetical protein	1
KO:K09805	K09805	hypothetical protein	1
KO:K09807	K09807	hypothetical protein	12
KO:K09808	ABC.LPT.P, lolC, lolE	lipoprotein-releasing system permease protein	25
KO:K09809	tagF	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	1
KO:K09810	ABC.LPT.A, lolD	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	68
KO:K09811	ftsX	cell division transport system permease protein	32
KO:K09812	ftsE	cell division transport system ATP-binding protein	29
KO:K09815	znuA	zinc transport system substrate-binding protein	22
KO:K09816	znuB	zinc transport system permease protein	19
KO:K09817	znuC	zinc transport system ATP-binding protein [EC:3.6.3.-]	24
KO:K09818	ABC.MN.S	manganese/iron transport system substrate-binding protein	1
KO:K09819	ABC.MN.P	manganese/iron transport system permease protein	2
KO:K09820	ABC.MN.A	manganese/iron transport system ATP-binding protein	2
KO:K09825	perR	Fur family transcriptional regulator, peroxide stress response regulator	22
KO:K09861	K09861	hypothetical protein	14
KO:K09888	zapA	cell division protein ZapA	9
KO:K09903	pyrH	uridylate kinase [EC:2.7.4.22]	30
KO:K09914	K09914	putative lipoprotein	3
KO:K09922	K09922	hypothetical protein	10
KO:K09924	K09924	hypothetical protein	2
KO:K09935	K09935	hypothetical protein	6
KO:K09936	TC.BAT2	bacterial/archaeal transporter family-2 protein	1
KO:K09939	K09939	hypothetical protein	8
KO:K09940	K09940	hypothetical protein	1
KO:K09946	K09946	hypothetical protein	1
KO:K09949	K09949	hypothetical protein	2
KO:K09951	cas2	CRISPR-associated protein Cas2	12
KO:K09952	K09952	hypothetical protein	12
KO:K09955	K09955	hypothetical protein	77
KO:K09963	K09963	hypothetical protein	1
KO:K09964	K09964	hypothetical protein	1
KO:K09967	K09967	hypothetical protein	1
KO:K09968	K09968	hypothetical protein	2
KO:K09970	aapQ, bztB	general L-amino acid transport system permease protein	1
KO:K09971	aapM, bztC	general L-amino acid transport system permease protein	1
KO:K09972	aapP, bztD	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	7
KO:K09973	K09973	hypothetical protein	8
KO:K09974	K09974	hypothetical protein	1
KO:K09976	K09976	hypothetical protein	1
KO:K09979	K09979	hypothetical protein	1
KO:K09988	K09988	hypothetical protein	1
KO:K09992	K09992	hypothetical protein	3
KO:K09996	artJ	arginine transport system substrate-binding protein	2
KO:K09997	artI	arginine transport system substrate-binding protein	4
KO:K09999	artQ	arginine transport system permease protein	1
KO:K10000	artP	arginine transport system ATP-binding protein [EC:3.6.3.-]	1
KO:K10002	gltK, aatM	glutamate/aspartate transport system permease protein	1
KO:K10004	gltL, aatP	glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	1
KO:K10009	ABC.CYST.P	cystine transport system permease protein	2
KO:K10010	ABC.CYST.A	cystine transport system ATP-binding protein [EC:3.6.3.-]	8
KO:K10011	arnA, pmrI	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]	1
KO:K10012	arnC, pmrF	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	9
KO:K10017	hisP	histidine transport system ATP-binding protein [EC:3.6.3.21]	4
KO:K10021	occP, nocP	octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]	2
KO:K10026	queE	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	5
KO:K10036	glnH	glutamine transport system substrate-binding protein	7
KO:K10037	glnP	glutamine transport system permease protein	6
KO:K10038	glnQ	glutamine transport system ATP-binding protein [EC:3.6.3.-]	6
KO:K10039	ABC.GLN1.S	putative glutamine transport system substrate-binding protein	5
KO:K10040	ABC.GLN1.P	putative glutamine transport system permease protein	7
KO:K10041	ABC.GLN1.A	putative glutamine transport system ATP-binding protein [EC:3.6.3.-]	19
KO:K10047	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.-]	1
KO:K10094	K10094, cbiK	nickel transport protein	1
KO:K10105	LIPT1	lipoyltransferase 1	3
KO:K10108	malE	maltose/maltodextrin transport system substrate-binding protein	16
KO:K10109	malF	maltose/maltodextrin transport system permease protein	16
KO:K10110	malG	maltose/maltodextrin transport system permease protein	11
KO:K10111	malK, mtlK, thuK	multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	2
KO:K10112	msmX, msmK, malK, sugC, ggtA, msiK	multiple sugar transport system ATP-binding protein	25
KO:K10117	msmE	raffinose/stachyose/melibiose transport system substrate-binding protein	3
KO:K10118	msmF	raffinose/stachyose/melibiose transport system permease protein	13
KO:K10119	msmG	raffinose/stachyose/melibiose transport system permease protein	14
KO:K10120	K10120, msmE	fructooligosaccharide transport system substrate-binding protein	2
KO:K10121	K10121, msmF	fructooligosaccharide transport system permease protein	2
KO:K10125	dctB	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	3
KO:K10126	dctD	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	3
KO:K10188	lacE, araN	lactose/L-arabinose transport system substrate-binding protein	5
KO:K10189	lacF, araP	lactose/L-arabinose transport system permease protein	27
KO:K10190	lacG, araQ	lactose/L-arabinose transport system permease protein	33
KO:K10192	togB	oligogalacturonide transport system substrate-binding protein	8
KO:K10193	togM	oligogalacturonide transport system permease protein	24
KO:K10194	togN	oligogalacturonide transport system permease protein	14
KO:K10199	ABC.GLC.A	glucose/arabinose transport system ATP-binding protein	1
KO:K10200	ABC.NGC.S	N-acetylglucosamine transport system substrate-binding protein	6
KO:K10201	ABC.NGC.P	N-acetylglucosamine transport system permease protein	3
KO:K10202	ABC.NGC.P1	N-acetylglucosamine transport system permease protein	4
KO:K10206	E2.6.1.83	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	34
KO:K10212	K10212, crtO	glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	1
KO:K10213	rihB	ribosylpyrimidine nucleosidase [EC:3.2.2.8]	1
KO:K10231	E2.4.1.230	kojibiose phosphorylase [EC:2.4.1.230]	7
KO:K10233	aglF, ggtC	alpha-glucoside transport system permease protein	1
KO:K10241	cebF	cellobiose transport system permease protein	1
KO:K10242	cebG	cellobiose transport system permease protein	1
KO:K10251	HSD17B12, KAR, IFA38	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	1
KO:K10254	ohyA, sph	oleate hydratase [EC:4.2.1.53]	11
KO:K10352	MYH	myosin heavy chain	1
KO:K10380	ANK	ankyrin	2
KO:K10439	rbsB	ribose transport system substrate-binding protein	11
KO:K10440	rbsC	ribose transport system permease protein	8
KO:K10441	rbsA	ribose transport system ATP-binding protein [EC:3.6.3.17]	30
KO:K10442	KLHL1_4_5	kelch-like protein 1/4/5	2
KO:K10527	MFP2	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	1
KO:K10530	lctO	lactate oxidase [EC:1.13.12.-]	1
KO:K10532	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	2
KO:K10536	E3.5.3.12	agmatine deiminase [EC:3.5.3.12]	6
KO:K10539	araG	L-arabinose transport system ATP-binding protein [EC:3.6.3.17]	3
KO:K10540	mglB	methyl-galactoside transport system substrate-binding protein	13
KO:K10541	mglC	methyl-galactoside transport system permease protein	6
KO:K10542	mglA	methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]	12
KO:K10543	xylF	D-xylose transport system substrate-binding protein	2
KO:K10544	xylH	D-xylose transport system permease protein	2
KO:K10545	xylG	D-xylose transport system ATP-binding protein [EC:3.6.3.17]	1
KO:K10546	ABC.GGU.S, chvE	putative multiple sugar transport system substrate-binding protein	2
KO:K10547	ABC.GGU.P, gguB	putative multiple sugar transport system permease protein	4
KO:K10548	ABC.GGU.A, gguA	putative multiple sugar transport system ATP-binding protein	4
KO:K10551	alsA	D-allose transport system ATP-binding protein [EC:3.6.3.17]	2
KO:K10552	frcB	fructose transport system substrate-binding protein	1
KO:K10557	lsrD	AI-2 transport system permease protein	1
KO:K10558	lsrA, ego	AI-2 transport system ATP-binding protein	2
KO:K10563	mutM, fpg	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	5
KO:K10598	PPIL2, CYC4, CHP60	peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8]	1
KO:K10670	E1.21.4.2	glycine reductase [EC:1.21.4.2]	7
KO:K10672	E1.21.4.4	betaine reductase [EC:1.21.4.4]	3
KO:K10678	nfsA	nitroreductase [EC:1.-.-.-]	7
KO:K10679	nfnB, nfsB	nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	2
KO:K10709	frlC	protein FrlC	4
KO:K10710	frlD	fructoselysine 6-kinase [EC:2.7.1.-]	2
KO:K10711	frlR	GntR family transcriptional regulator, frlABCD operon transcriptional regulator	2
KO:K10715	rpfC	two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]	1
KO:K10739	RFA2, RPA2	replication factor A2	1
KO:K10747	LIG1	DNA ligase 1 [EC:6.5.1.1]	1
KO:K10754	RFC1	replication factor C subunit 1	1
KO:K10762	ydaV	putative replication protein	1
KO:K10764	metZ	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	1
KO:K10771	APEX1	AP endonuclease 1 [EC:4.2.99.18]	19
KO:K10773	NTH	endonuclease III [EC:4.2.99.18]	33
KO:K10775	E4.3.1.24	phenylalanine ammonia-lyase [EC:4.3.1.24]	1
KO:K10778	ada	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]	7
KO:K10780	fabL	enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]	1
KO:K10797	enr	2-enoate reductase [EC:1.3.1.31]	6
KO:K10819	E2.7.13.3	histidine kinase	4
KO:K10826	E3.6.3.30	Fe3+-transporting ATPase [EC:3.6.3.30]	1
KO:K10828	E3.6.3.32	quaternary-amine-transporting ATPase [EC:3.6.3.32]	2
KO:K10834	E3.6.3.41	heme-transporting ATPase [EC:3.6.3.41]	1
KO:K10841	ERCC6, CSB, RAD26	DNA excision repair protein ERCC-6	1
KO:K10844	ERCC2, XPD	DNA excision repair protein ERCC-2 [EC:3.6.4.12]	2
KO:K10848	ERCC4, XPF	DNA excision repair protein ERCC-4 [EC:3.1.-.-]	1
KO:K10852	E2.3.1.164	isopenicillin-N N-acyltransferase [EC:2.3.1.164]	10
KO:K10899	RECQL	ATP-dependent DNA helicase Q1 [EC:3.6.4.12]	3
KO:K10900	WRN, RECQL2	werner syndrome ATP-dependent helicase [EC:3.6.4.12]	5
KO:K10901	BLM, RECQL3, SGS1	bloom syndrome protein [EC:3.6.4.12]	8
KO:K10902	RECQL5	ATP-dependent DNA helicase Q5 [EC:3.6.4.12]	4
KO:K10907	K10907	aminotransferase [EC:2.6.1.-]	26
KO:K10909	luxQ	two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]	2
KO:K10912	luxO	two-component system, repressor protein LuxO	1
KO:K10941	flrA	sigma-54 specific transcriptional regulator, flagellar regulatory protein A	3
KO:K10943	flrC, fleR	two-component system, response regulator FlrC	5
KO:K10947	padR	PadR family transcriptional regulator, regulatory protein PadR	26
KO:K10951	SLC12A2, NKCC1	solute carrier family 12 (sodium/potassium/chloride transporter), member 2	1
KO:K10966	tcpJ	toxin co-regulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-]	1
KO:K10979	ku	DNA end-binding protein Ku	3
KO:K11004	hlyB, cyaB	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	8
KO:K11031	slo	thiol-activated cytolysin	1
KO:K11065	tpx	thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	9
KO:K11068	hlyIII	hemolysin III	17
KO:K11069	potD	spermidine/putrescine transport system substrate-binding protein	37
KO:K11070	potC	spermidine/putrescine transport system permease protein	31
KO:K11071	potB	spermidine/putrescine transport system permease protein	29
KO:K11072	potA	spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	52
KO:K11073	potF	putrescine transport system substrate-binding protein	1
KO:K11074	potI	putrescine transport system permease protein	9
KO:K11075	potH	putrescine transport system permease protein	9
KO:K11076	potG	putrescine transport system ATP-binding protein	6
KO:K11085	msbA	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	55
KO:K11102	gltP, gltT	proton glutamate symport protein	3
KO:K11104	melB	melibiose permease	7
KO:K11105	cvrA, nhaP2	cell volume regulation protein A	12
KO:K11121	SIR2	NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]	1
KO:K11127	TEP1	telomerase protein component 1	2
KO:K11144	dnaI	primosomal protein DnaI	1
KO:K11145	K11145	ribonuclease III family protein [EC:3.1.26.-]	13
KO:K11147	DHRS4	dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]	2
KO:K11153	RDH12	retinol dehydrogenase 12 [EC:1.1.1.300]	1
KO:K11161	RDH13	retinol dehydrogenase 13 [EC:1.1.1.300]	1
KO:K11162	RDH14	retinol dehydrogenase 14 [EC:1.1.1.-]	1
KO:K11166	DHRS7B	dehydrogenase/reductase SDR family member 7B [EC:1.1.-.-]	1
KO:K11170	DHRSX	dehydrogenase/reductase SDR family member X [EC:1.1.-.-]	1
KO:K11175	purN	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	28
KO:K11183	PTS-HPR.FRUB, fruB, fpr	phosphocarrier protein FPr	7
KO:K11184	chr, crh	catabolite repression HPr-like protein	9
KO:K11189	PTS-HPR	phosphocarrier protein	24
KO:K11201	PTS-Fru2-EIIA	PTS system, fructose-specific IIA-like component [EC:2.7.1.69]	1
KO:K11231	SLN1	osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]	6
KO:K11261	fwdE, fmdE	formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]	1
KO:K11294	NCL, NSR1	nucleolin	2
KO:K11329	rpaB	two-component system, OmpR family, response regulator RpaB	1
KO:K11357	divJ	two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]	1
KO:K11358	yhdR	aspartate aminotransferase [EC:2.6.1.1]	13
KO:K11365	SGF73	SAGA-associated factor 73	1
KO:K11381	E1.2.4.4C, bkdA	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	12
KO:K11383	kinB1, kinB	two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]	2
KO:K11392	rsmF	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	13
KO:K11411	SIRT1, SIR2L1	NAD-dependent deacetylase sirtuin 1 [EC:3.5.1.-]	1
KO:K11412	SIRT2, SIR2L2	NAD-dependent deacetylase sirtuin 2 [EC:3.5.1.-]	1
KO:K11414	SIRT4, SIR2L4	NAD-dependent deacetylase sirtuin 4 [EC:3.5.1.-]	4
KO:K11415	SIRT5, SIR2L5	NAD-dependent deacetylase sirtuin 5 [EC:3.5.1.-]	2
KO:K11443	divK	two-component system, cell cycle response regulator DivK	1
KO:K11476	K11476, gntR	GntR family transcriptional regulator, gluconate operon transcriptional repressor	1
KO:K11517	HAO	(S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	1
KO:K11520	manS	two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]	1
KO:K11527	K11527	two-component system, unclassified family, sensor histidine kinase and response regulator [EC:2.7.13.3]	17
KO:K11534	deoR	DeoR family transcriptional regulator, deoxyribose operon repressor	1
KO:K11537	xapB	MFS transporter, NHS family, xanthosine permease	14
KO:K11540	CAD	carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]	44
KO:K11541	URA2	carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]	52
KO:K11592	DICER1, DCR1	endoribonuclease Dicer [EC:3.1.26.-]	1
KO:K11594	DDX3X, bel	ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]	6
KO:K11604	sitA	manganese/iron transport system substrate-binding protein	2
